lmatch,player_num,gmatch,text,OFF
115,2,87558,gg wanna feed me? gg,NOT
115,4,87558,ez game,OFF
115,7,87558,"report them, all best team",OFF
115,2,87558,just leave,OFF
115,7,87558,fuck you,OFF
115,2,87558,"don't waste time on 5v3 if u get kills it wont even count, cuz we're not playing for frags",NOT
115,7,87558,REPORT PLS ALL FUCKING ALL,OFF
115,2,87558,katerboi rockin' up mtv?,NOT
115,4,87558,wk can u leav?,NOT
115,8,87558,nop,NOT
115,1,87558,man pls,NOT
115,4,87558,why?,NOT
115,8,87558,work for your mmr,NOT
115,4,87558,u wont win work what this is not work,NOT
115,1,87558,why would you waste the time of 6 ppl,NOT
115,4,87558,this is waste of time,NOT
115,1,87558,god what is happening today every game only griefer,OFF
115,8,87558,yea its dota valve will need to do smthign about this,NOT
115,1,87558,can you pls leave,OFF
115,8,87558,or ppl lwill stop play soon they need perma ban ,OFF
115,1,87558,you dont have to make it worse,NOT
115,8,87558,or at least 1month,NOT
115,0,87558,im 8 days banned on main,NOT
115,8,87558,well i have radi mb i can win,NOT
115,1,87558,there is literally 0 chance for you to win i tried ,OFF
115,8,87558,man i dont care i dont accept 3minutes -25 mmr u cant talk all day,OFF
115,1,87558,then the only person ill report is you,OFF
115,3,87558,stop dude pls stop,NOT
115,8,87558,im so fed boys i will win dont worry,NOT
115,4,87558,u are n1 matre im sure u gonna win this 1vs5,NOT
115,8,87558,u will see,NOT
115,0,87558,ok u fucking shit u start to be annoing fat fuck i think autism runs in your family oh sorry when i see your picture i understand no one runs in your familly,OFF
115,8,87558,=D its me i promos,NOT
115,0,87558,for a moment i though autism runs in your familly but then i realize no one runs in your familly fat fuck,OFF
115,8,87558,im alomost 6slot boys wrtite more let me farm,NOT
115,4,87558,u got this,NOT
115,0,87558,autistic fat fuck,OFF
115,8,87558,boogyman s here,OFF
115,4,87558,wk u gonna be x5 reported,OFF
115,3,87558,+,NOT
115,1,87558,*,NOT
115,8,87558,i get report u get -25 seems fair,OFF
115,4,87558,:D,NOT
115,3,87558,i hope your mom die fucking retard,OFF
115,1,87558,THAT is why you cant win alone,NOT
115,8,87558,i dont care im havin fun,NOT
115,4,87558,well u will hf In lp alsp,NOT
115,3,87558,5 report,OFF
115,4,87558,also,NOT
115,3,87558,retard ,OFF
115,8,87558,cuz u can only report chat abuse to enemy =D,OFF
115,2,87558,I don't have reports,OFF
115,8,87558,go mute me )DD idc,NOT
115,3,87558,fucking dogs WIN? BIITCH,OFF
115,4,87558,u win this game so hard wk u n1,NOT
115,3,87558,all report him,OFF
115,4,87558,+ x5 reports,OFF
115,1,87558,i bluffed i have no repots ledt,OFF
116,9,242440,report silver edge,OFF
116,8,242440,gl hf,NOT
116,1,242440,Asco de maus oe  miren pa que jugar ps,NOT
116,8,242440,what?,NOT
116,5,242440,?,NOT
116,8,242440,lol that buyback tho,NOT
116,1,242440,gg end,OFF
116,5,242440,??,NOT
116,8,242440,?? LMAO that's what you bought back for? rofl that shaman follows his fuckin dreams i like him,NOT
116,1,242440,denle las gracias al blis gg,NOT
116,8,242440,what?,NOT
116,5,242440,he said he sucks,OFF
116,8,242440,oh okay,NOT
116,1,242440,reporeten a blis ,OFF
116,8,242440,i thought so,NOT
116,1,242440,pls ty,NOT
116,2,242440,lol,NOT
116,8,242440,nah reporting ursa,OFF
116,1,242440,tss,NOT
116,8,242440,no prob,NOT
116,2,242440,he just wanna a kiss,NOT
116,8,242440,tell him to cum and give me one then,OFF
116,1,242440,kis kis jajaja aprende a jugar,NOT
116,2,242440,lol gg ,NOT
117,9,117155,=),NOT
119,8,18967,toy furioso quiero romper culos,NOT
119,5,18967,q eres kaka eres jaaakaka <>c nib centauri haha haha ese centauro,NOT
119,7,18967,nice,NOT
119,4,18967,tactical feed,NOT
119,5,18967,haha,NOT
119,4,18967,lmao,NOT
119,5,18967,ty,NOT
119,4,18967,ur welcome,NOT
119,5,18967,haha,NOT
119,1,18967,sick lmao solo ulti a shaman nice shadow blade reveal you stupid pic haha,OFF
119,4,18967,haha,NOT
119,3,18967,haha,NOT
119,5,18967,haha casi,NOT
119,2,18967,haha,NOT
119,1,18967,gg end,OFF
119,8,18967,Ahora Pe Ya no tienen rasta Ahora Pe rasta Q haces Sin team Muere Basura,NOT
119,5,18967,haha,NOT
119,4,18967,gg,NOT
119,8,18967,Izi divine,OFF
119,5,18967,hahah easi jaaja,NOT
119,6,18967,EZ,OFF
120,5,352001,almost 10 sec silence,NOT
121,8,246846,report are legion please he muted everyone at start of game and picked legion jungle now,OFF
121,6,246846,push no def,NOT
121,8,246846,finish,OFF
121,7,246846,report legion pls,OFF
121,8,246846,gg legion,NOT
121,7,246846,pls pls pls report legion,OFF
121,9,246846,end im afk,OFF
121,7,246846,he could be on your team next,NOT
121,4,246846,done,NOT
121,8,246846,what did you do wrong>,NOT
121,4,246846,reporten al tb si pueden mandan ss y los recomiendo,OFF
121,9,246846,gg ezsafelane ? daun? Gege ez makan tu roshan,OFF
124,6,321738,buyback dong,NOT
124,1,321738,dont end it please,NOT
124,5,321738,idiot,OFF
124,6,321738,makan tuh,NOT
124,0,321738,wait,NOT
124,8,321738,ok pro,NOT
124,0,321738,loslos sk,NOT
124,9,321738,hahaha dont end pls,NOT
124,0,321738,Pro sk sjit you,NOT
124,3,321738,HALA KA DIHA,NOT
124,8,321738,ggwp,NOT
124,5,321738,dont end pls,NOT
124,9,321738,better mega,NOT
124,2,321738,haah haha,NOT
124,1,321738,GGWP,NOT
124,2,321738,hahaa,NOT
124,0,321738,shit sk noob,OFF
124,3,321738,BOGO,NOT
124,2,321738,haa,NOT
124,4,321738,gg,NOT
124,0,321738,sk shit come noob,OFF
124,3,321738,mga bogo,NOT
124,1,321738,GGwp,NOT
127,7,39916,skol'ko decrepify,NOT
127,2,39916,2,NOT
127,7,39916,dlitsya>?,NOT
127,2,39916,3.5,NOT
127,7,39916,Bzdfg';znehkotsrikp[] 'wrgsfJop solo pugna ti ls ebannii Allo :D tebe 1 chelik viigral igru kin' emu kommend i sidi dal'she igrai molis' chtob tebe takih bol'she kidalo net prosto idite i zakonchite ochevidno bilo chto mi proebali so startaa videl ofc no eto nam ne pomozhet :D,NOT
128,0,170339,f9,NOT
128,2,170339,Haha wheres meepo?,NOT
128,9,170339,why?,NOT
128,2,170339,? ez bot haha,OFF
128,0,170339,asdasd,NOT
130,4,223266,f u ,OFF
130,2,223266,),NOT
130,8,223266,?,NOT
130,4,223266,ossfrog,NOT
131,5,162852,lol,NOT
131,4,162852,?,NOT
131,5,162852,like me easy,OFF
132,7,121792,necro are you serious,NOT
132,2,121792,going somewhere go rat,OFF
132,4,121792,glyph,NOT
132,5,121792,Gg,NOT
132,0,121792,ez,OFF
132,2,121792,wat happened 1,NOT
134,0,327871,peace?,NOT
134,2,327871,doom u will pay retard fuck u doom,OFF
134,4,327871,ahahahahaha,NOT
134,1,327871,hahahaha,NOT
134,2,327871,get fcuked doom,OFF
134,1,327871,GGwp,NOT
134,2,327871,? ? ? doom?,NOT
134,8,327871,??,NOT
134,2,327871,where is ur ulti?,NOT
134,8,327871,idk,NOT
134,2,327871,on linken?,NOT
134,1,327871,GGWP,NOT
134,5,327871,storm is SOOOOOOOOOOOOO BAD,OFF
134,4,327871,ez iest game today,OFF
134,1,327871,cumback Ass,NOT
134,8,327871,we should of won but someone lead us to bad team fight,OFF
134,2,327871,fuck u oom,OFF
134,4,327871,bahaahahhaha,NOT
134,0,327871,lol try hards,NOT
134,3,327871,brew went jungle from 8 minutes because I took a bounty rune,NOT
134,4,327871,easiest game of my life hahahahah,OFF
134,1,327871,blaming timeeeeeeeeee,NOT
134,3,327871,he proved nothign,NOT
135,5,55078,sucks to be 4v5 this early,NOT
135,7,55078,report undying plz,OFF
135,5,55078,wp sf,NOT
135,6,55078,pooooof dead hahaha think u gave me skid marks,NOT
135,1,55078,good game,NOT
135,0,55078,im give up ur leaver is better than my team,OFF
135,4,55078,fuck lc u huck,OFF
135,7,55078,"lol, pll",NOT
135,3,55078,why dont you guys end this game,OFF
135,7,55078,cause you hahaave a good defence,NOT
135,5,55078,cant push high ground,NOT
135,3,55078,well if u all pushed together then u can end,NOT
135,7,55078,to ward or not to ward,NOT
135,2,55078,GGWP,NOT
135,0,55078,thx for end dota 2 new update noob reborn,OFF
135,5,55078,u guys wanna go afk ill end  fast,OFF
135,7,55078,repel doesnt stop duel,NOT
135,1,55078,he doesnt know that,NOT
135,2,55078,Ok,NOT
135,5,55078,370 duel dmg,NOT
135,0,55078,noob reborn,OFF
135,5,55078,rofl,NOT
135,4,55078,reported,OFF
135,5,55078,gg boys,NOT
139,0,332420,kaka taka xd baited DAUN COCI XUI GANDON POCEMU TI TAKOJ PIDOR VOID COCI pidor :),NOT
143,9,27703,))),NOT
143,3,27703,ggg,NOT
144,2,49857,Ok motherfucker best ganker,OFF
144,3,49857,hi bye no slow?,NOT
144,2,49857,CARE,NOT
144,0,49857,gig,NOT
146,2,231206,lol XD,NOT
146,6,231206,gg,NOT
146,0,231206,gg,NOT
146,2,231206,cumback,NOT
146,3,231206,chrono :DDD void D,NOT
148,0,339202,??,NOT
148,7,339202,?,NOT
148,2,339202,?,NOT
148,7,339202, -,NOT
148,3,339202,gg,NOT
149,9,27884,14/88 o/,NOT
149,6,27884,GG ,NOT
149,4,27884,?,NOT
149,5,27884,it is coma back!!! come,NOT
149,6,27884,++,NOT
149,5,27884,mraz,NOT
149,3,27884,no tnx F E NT<Z YTN,NOT
151,8,167798,ez,OFF
151,6,167798,i cho,NOT
151,7,167798,+,NOT
151,1,167798,prikona,NOT
151,6,167798,parodija na luchshego v mire,NOT
151,8,167798,lol,NOT
151,5,167798,?,NOT
151,8,167798,LOL lol,NOT
151,1,167798,) ),NOT
151,5,167798,) ),NOT
151,1,167798,v tron idite yje,NOT
151,6,167798,gg wp,NOT
151,1,167798,gg,NOT
151,8,167798,ez,OFF
152,3,68401,uuuuuu that cold snap you guys dont have lane? you guys will pay for this,NOT
152,1,68401,balanced shit,OFF
152,3,68401,how the hell that illusion didnt die when i eul her,NOT
152,0,68401,WHEN I AM FUCKING STUNNED YOU STUPID IDIOT,OFF
152,3,68401,gg fuuuuuuuuuck thissssssssss fuckingggggggggggggggggggg esssssss and miranaaaaaaa,OFF
152,9,68401,superhuman,NOT
152,1,68401,Hi,NOT
152,9,68401,hi,NOT
152,1,68401,ROFL SF divine 2 boyz he said it divine 2 timing I guess,NOT
152,3,68401,magnus fed monkey and blaming me xD lol,OFF
152,9,68401,WAOPW,NOT
152,3,68401,nice job magnus you did your part now you can eat his shit kill me again',OFF
152,1,68401,kill him like u did all early game fckin trash eat shit,OFF
152,9,68401,gg,NOT
152,1,68401,report sf,OFF
152,3,68401,Report your mother,OFF
152,2,68401,plz,NOT
152,3,68401,fucking piece of garbage,OFF
152,0,68401,time to report sf pls,OFF
152,3,68401,ff guys,OFF
152,0,68401,I will commend,NOT
152,3,68401,dont let these fucking mother whore son of pigs respawn,OFF
152,2,68401,sf u are real loser cause u give up,OFF
152,5,68401,gl next.,NOT
152,2,68401,what ever u rank or shit is ,OFF
152,0,68401,losing liar the most pathetic player I've seen in a long while,OFF
152,3,68401,i didnt gave up,NOT
152,0,68401,then you  just played like a herald,NOT
152,3,68401,i did realise that fucking mother whore PA is not deserve the win,OFF
152,5,68401,like,NOT
152,0,68401,ok,NOT
154,9,368955,NAXUI,NOT
154,8,368955,),NOT
154,0,368955,chelik afk otvodil po ocd nihuya ne sdelal horowie carru :D,NOT
155,8,388885,umniy dohuya?,NOT
155,4,388885,free exp mmm,NOT
155,8,388885,kuda ti tam postaviL?,NOT
155,4,388885,SQAAAAAA,NOT
155,8,388885,AHBAHAHAHAHA,NOT
155,4,388885,suddenly a wratih king and a wraith queen waow,NOT
155,6,388885,good enigma commend pls,NOT
155,8,388885,kak na eto smewno smotret',NOT
155,4,388885,dolboed?,NOT
155,8,388885,kak v ety hueti vigrat'?,NOT
155,0,388885,ember where did u bought acc?,OFF
155,6,388885,zakroi eblao ),NOT
156,3,345139,?,NOT
156,4,345139,XD,NOT
156,5,345139,gg wp! :),NOT
156,2,345139,gg,NOT
156,4,345139,gg,NOT
158,2,1059,GGWP WEW,NOT
159,0,190197,? you are not ? sure,NOT
160,4,276134, ,NOT
160,7,276134, ,NOT
160,8,276134, ,NOT
161,6,306008,fuck :( sorry,NOT
161,2,306008,ez,OFF
161,7,306008,))),NOT
161,2,306008,XD,NOT
161,1,306008,gg,NOT
161,0,306008,axaxa,NOT
161,1,306008,klmao,NOT
161,2,306008,noob,OFF
161,5,306008,noob,OFF
161,2,306008,lol 3v1 poor,NOT
161,4,306008,hi :DD:D::D:D,NOT
161,5,306008,nice,NOT
161,2,306008,noob,OFF
161,6,306008,wow,NOT
161,4,306008,shame you are so fed already how many lion duels?* 10?,OFF
161,3,306008,gg wp,NOT
161,1,306008,ggwp,NOT
161,6,306008,gg wp,NOT
164,7,159563,GG,NOT
164,1,159563,) gg end l o l,OFF
165,5,109175,Gg Gg,NOT
165,3,109175,HDPERRA,NOT
165,7,109175,ggwp,NOT
165,9,109175,gg,NOT
165,1,109175,wp russian team,OFF
165,0,109175,shaker manco,NOT
166,3,257614,doom sven doom breaker LOl recc,NOT
167,1,75326,ok,NOT
167,3,75326,gg,NOT
167,4,75326,gg ez 4 me ok,OFF
168,9,55533,))) go throne guys,NOT
168,3,55533,go throne,NOT
168,9,55533,ofc,NOT
168,3,55533,HOOOOLD THE LINE,NOT
168,9,55533,u can win  right now i have autistic brain _)))),OFF
168,3,55533,gg wp,NOT
168,4,55533,ez,OFF
168,9,55533,ez game commend sf why u have sf enemy?,OFF
168,0,55533,nah he is payed to play with us,NOT
168,6,55533,),NOT
168,3,55533,gg wp,NOT
168,2,55533,gg gl next,NOT
169,3,134262,Play Mobile Legend for Better Experience,NOT
169,2,134262,free mmr,OFF
169,4,134262,klasik a floradu buyback?,NOT
169,5,134262,?,NOT
169,4,134262,what a joke,NOT
169,1,134262,thanksf or feeding mid,OFF
169,2,134262,"told ya free mmr lesson 1, dont pick timber first",OFF
169,1,134262,u mad ? u mad storm ? cause ure noob ?,OFF
169,3,134262,why u target support? need bloodstone charge?,NOT
169,0,134262,hehe,NOT
169,1,134262,hehe,NOT
169,0,134262,sahuer sahur apa yang asem,NOT
169,2,134262,pengen masuk yutub gan?,NOT
169,5,134262,?,NOT
169,0,134262,hehe,NOT
169,1,134262,?,NOT
169,2,134262,ROFL,NOT
169,1,134262,hehe,NOT
169,3,134262,pecundang,NOT
169,1,134262,pussystone :)),OFF
169,0,134262,no seveg,NOT
169,9,134262,ching chong ching chang,NOT
169,1,134262,thanks for feeding chinese open your eyes before play dota small eyes cant see anything okay chinese ?,OFF
169,0,134262,ngewe nikmad,OFF
169,1,134262,small eyes small dick loser fu,OFF
171,9,213521,ez,OFF
171,1,213521,ez,OFF
171,9,213521,ptmr si kiera para la otra vez ponte poncho abusas porq mi mid es lisiado se acaba mi china comend pudge ez,OFF
171,5,213521,ezzz,OFF
171,6,213521,como mierda ganamos,NOT
172,8,368497,gg wp,NOT
172,9,368497,gg,NOT
173,7,60037,?,NOT
173,4,60037,?????,NOT
173,7,60037,distruptor hope ur mother die after that,OFF
173,4,60037,your pidor!),NOT
173,9,60037,Gj Divine doesnt save for BB And you let the archon 5 play carry,NOT
173,8,60037,gg,NOT
173,9,60037,GG,NOT
173,7,60037,gg,NOT
174,5,216429,+++,NOT
174,8,216429,report doom and lanser,OFF
175,5,382666,?,NOT
175,9,382666,_ ++,NOT
177,6,73439,XD,NOT
177,7,73439,lol dont stand next to it,NOT
177,5,73439,lel,NOT
177,4,73439,GG,NOT
177,6,73439,GG,NOT
177,4,73439,gg void void.,NOT
177,6,73439,my dick,NOT
177,4,73439,hahahaha,NOT
177,7,73439,gg,NOT
177,0,73439,Mi invoker con solo 3 poderes,NOT
177,5,73439,u suck,OFF
177,3,73439,gg comenten  al invoke ,NOT
177,4,73439,GG,NOT
177,3,73439,quas wex,NOT
177,4,73439,REPORT VOID.,OFF
177,3,73439,HAGANLE ENTENDER QUE NO TIENE CRITERIO PARA JUGAR UNA ESTADISTICA MAS ESE INVOKER BURRO PARA EL QUAS WEX,NOT
177,8,73439,gottee,NOT
177,6,73439,gg,NOT
177,7,73439,"gg wp, gl next",NOT
177,3,73439,EZ VOKER,OFF
178,0,166105,sorry ,NOT
178,3,166105,sry guys  he 1st time d2 ,NOT
178,0,166105,police came to his house he smoking marijuana,OFF
178,2,166105,report him ltr,OFF
178,9,166105,LOL,NOT
178,8,166105,peace,NOT
178,0,166105,he settle now sorry guys,NOT
178,3,166105,"might need give $1,000 can borrow some money bro?",NOT
178,2,166105,just abit weeds in his house,NOT
178,3,166105,he need pay for the internet ,NOT
178,0,166105,"dont borrow to him, he own ferrari walao police came ady still want kill me :(",OFF
178,1,166105,haha who report to police,NOT
178,0,166105,hehe,NOT
178,1,166105,ez,OFF
178,2,166105,sry sumiya here,NOT
178,5,166105,ez police,OFF
178,1,166105,don be bad guy yes?,NOT
178,0,166105,swap commend,NOT
178,4,166105,lag game lol,NOT
179,3,278739,?,NOT
179,8,278739,random crit chans is op ,NOT
179,4,278739,go go,NOT
179,1,278739,gg,NOT
179,2,278739,ggwp,NOT
179,0,278739,gg,NOT
179,4,278739,gg ez,OFF
179,8,278739,nothing good in this game ,NOT
179,2,278739,too greedy,NOT
179,7,278739,gg wp,NOT
180,6,105618,hahaha ,NOT
180,4,105618,EZ end dude RIP SEA NORMAL MATCH EZ pls wait our riki farm mercy me hahahaha EZ,OFF
180,2,105618,lol,NOT
180,4,105618,haha that miss,NOT
180,9,105618,WKWKW,NOT
180,4,105618,wow that TB BOSS haha mercy me leave riki alone END acc buyer riki,OFF
180,6,105618,hahahha ,NOT
180,4,105618,how that shit level 97,OFF
180,6,105618,i lvl 98,NOT
180,4,105618,u do good,NOT
180,9,105618,WHY?,NOT
180,4,105618,he play like the fuck newbie really suck selfish player still no dust for riki farm all the time to only ks,OFF
180,9,105618,GO END,OFF
180,4,105618,yeah that fuckin riki,OFF
180,6,105618,fuck u riki,OFF
180,4,105618,EZ RIKI FARMER STYLE,OFF
181,3,33221,just end it fucking hell,OFF
181,6,33221,gg,NOT
182,5,320340,gg,NOT
182,9,320340,hi lol,NOT
182,7,320340,<3 618 gold each one lol report pudg,OFF
182,1,320340,bg,NOT
182,7,320340,commedn ?,NOT
182,1,320340,report ds and ech ench,OFF
182,7,320340,why so ez ? with ur start ? and 4v5,OFF
182,2,320340,eND PLS,OFF
182,7,320340,ez plz,OFF
182,2,320340,STFU And just push,OFF
182,7,320340,so big,NOT
182,3,320340,https://www.twitch.tv/rise879 https://www.twitch.tv/rise879 https://www.twitch.tv/rise879,NOT
182,5,320340,lel,NOT
182,6,320340,:P,NOT
182,7,320340,so ez,OFF
183,5,371555,gg,NOT
183,8,371555,wp ,NOT
183,7,371555,nice disconnesct on ur friend,NOT
183,8,371555,gg lol gg ez,OFF
183,5,371555,ez,OFF
183,9,371555,gg commend,NOT
184,6,370036,report huskar,OFF
184,2,370036,this whore bat,OFF
184,4,370036,)),NOT
184,2,370036,?? pudge?,NOT
184,6,370036,no single tp push please sniper mid 21 mins mom OGRE AXE,OFF
184,2,370036,clinks is afk in jungle report this bitch pls this bitch wp sven GJ gj stupid russians fucking putin team,OFF
184,6,370036,the exact same kind of stupidity can be found here,OFF
184,5,370036,nice sven,NOT
184,2,370036,Ez sniper?,OFF
184,8,370036,ez treant,OFF
184,2,370036,nice bb sniper!,NOT
184,8,370036,ziadi goh mikhori khreili ziad,NOT
184,6,370036,can you finish,NOT
184,0,370036,why you hook me i kill ,NOT
184,6,370036,it doesn't matter if you kill or not,NOT
185,4,44540,ty\,NOT
185,3,44540,"hes comen, thnx for waiting",NOT
185,5,44540,np,NOT
185,6,44540,no problem just bj after match deal? deal or i unpause,OFF
185,0,44540,I gave him herpes last time he gave me one you down? still?,OFF
185,6,44540,like I dont have that already ,NOT
185,0,44540,mine are ssj though,NOT
185,6,44540,lmfao didnt notice your name lolol g?,NOT
185,0,44540,Jesus did have aegis true story,NOT
185,6,44540,trueeee ty that blink lol happened to me my first time as well,NOT
185,2,44540,it was intentional?,NOT
185,6,44540,why lol storm was 2 hp just kill him,NOT
185,2,44540,more like 500,NOT
185,6,44540,tomatoe tomato,NOT
185,2,44540,and i had 100 mana,NOT
185,6,44540,i had a mango for you,NOT
185,2,44540,some braincells too apparently,OFF
185,6,44540,roasted,NOT
185,2,44540,i kid i kid  :x  ,NOT
185,3,44540,wpwp,NOT
185,2,44540,gg,NOT
185,6,44540,shut up,OFF
185,4,44540,ggwp dive me pussies,OFF
185,6,44540,win a game pussy,OFF
185,4,44540,wp,NOT
185,2,44540,LOL,NOT
185,0,44540,rekt,OFF
185,6,44540,ez,OFF
185,5,44540,gg pussy,OFF
185,0,44540,ask and you shall receive lol,NOT
186,3,252823,shhh,OFF
187,1,29311,zeus reported all ty,OFF
187,5,29311,),NOT
187,3,29311,good,NOT
187,1,29311,:D,NOT
187,6,29311,rofl,NOT
187,3,29311,good :D,NOT
187,2,29311,LOL,NOT
187,1,29311,we have pudge bastard,OFF
187,2,29311,NO DAMAGE FOR YOU,NOT
187,9,29311,XD,NOT
187,1,29311,team dogs afk 1/8 wtf why in me team 1/8 ... ez no fuck this game whis dogs ty nice items 1/10,OFF
187,2,29311,:),NOT
187,1,29311,what a dog,OFF
187,2,29311,woof woof,OFF
187,1,29311,ahahahaha reported pudge ahahahaa,OFF
187,3,29311,yy pudge hhahaha,NOT
187,1,29311,ahahahahhahaa aahhahahahahhaha,NOT
187,3,29311,hahaha,NOT
187,1,29311,REPORTED,OFF
187,3,29311,hahaha,NOT
187,1,29311,:D ahahaha,NOT
187,3,29311,Reported :D hahaha,OFF
187,1,29311,on steam acc all pls report this kid ahahahahhahahah,OFF
187,3,29311,hahaha hahaha,NOT
187,1,29311,ahahahahha,NOT
187,3,29311,haha hahaha,NOT
187,1,29311,ahahaha,NOT
187,3,29311,hahaha,NOT
187,1,29311,ahahaha,NOT
187,6,29311,?,NOT
187,3,29311,Yy haha,NOT
187,6,29311,global?,NOT
187,3,29311,D: mk run hahaha,NOT
187,7,29311,),NOT
187,3,29311,Good D:,NOT
187,6,29311,lol,NOT
187,1,29311,report bs pls ty all on steam acc pls ty ahaha ebd mid Ty i go jung just mid,OFF
187,6,29311,end apparently it is impossible to 5v5,OFF
187,1,29311,u see on some one eul vs void?? 1k rmm kids DOGS WHY HAVE,OFF
187,6,29311,way iwas dced,NOT
187,7,29311,pls report void Ez game,OFF
187,1,29311,EZ DOGS PUSH TOP TOWER AHAHAHAHHAHAHAHAHAHAH AAHAHAHAHAHHAHAHAHAHA TOP TOWER PUSH AJAHAHAHAHAHAHA AAHAHHAHA TOP TOWER AHAHAHAHAHAHAHAHAH NO  FUCKING,OFF
187,5,29311,gg ez report ember pls,OFF
187,2,29311,LOL,NOT
187,3,29311,gg,NOT
188,5,209022,end,OFF
188,3,209022,Yea,NOT
188,8,209022,xd,NOT
188,9,209022,ez rubick,OFF
188,5,209022,PERU,NOT
188,2,209022,gg wp,NOT
188,5,209022,2K TY,NOT
189,9,2650,HAVEEEEEEEEEEEEEE FUNNNNNNNNNNNNNN WP,NOT
189,0,2650,call missing  the entire fucking zoo is bot,OFF
189,5,2650,u are bot too pa,NOT
189,0,2650,yes my love i am but your keeper,NOT
189,5,2650,<3,NOT
189,0,2650,"oh baby baby, you're killing me",NOT
189,9,2650,WP axe Ez farming btw,OFF
189,0,2650,yea win finish? what's the point of dragging this out?,OFF
189,2,2650,hahaha,NOT
189,0,2650,why dont you guys go on an extended toilet break? come back in 10 mins and we'll continue fighting then yes end,OFF
189,9,2650,hahaha Rich pangolier 1.7k,NOT
189,7,2650,stupid pango item,OFF
189,1,2650,hahah just having fu,NOT
189,0,2650,this guy,NOT
189,1,2650,fun,NOT
189,0,2650,is the reason we failed,NOT
189,1,2650,cant i?,NOT
189,7,2650,noob,OFF
189,0,2650,having fun,NOT
189,1,2650,yeah its turbo,NOT
189,5,2650,9-1?,NOT
189,1,2650,not mmr,NOT
189,5,2650,not bad |merry christmas mena,NOT
190,8,223923,and here we are playing at home,NOT
190,1,223923,merry christmas guys,NOT
190,5,223923,hahaha,NOT
190,8,223923,TIS THE SEASON,NOT
190,7,223923,hahaha yeahh merry christmas,NOT
190,2,223923,?,NOT
190,7,223923,wait,NOT
190,8,223923,SEASON FOR UNEMPLOYED HUMANS I WISH I COULD ESCAPE ARCH 5 BEFORE 2018 lol,NOT
190,7,223923,same hahaha,NOT
190,3,223923,"no, u will be archon forever",NOT
190,8,223923,happy holidays,NOT
190,6,223923,fuck],NOT
190,8,223923,GG,NOT
190,7,223923,GG,NOT
190,8,223923,END,OFF
190,4,223923,lel,NOT
190,6,223923,gg,NOT
190,1,223923,putang ina,NOT
190,7,223923,ahahha end na,OFF
190,1,223923,wait lang  salamat pala sa game galing mo,NOT
190,2,223923,2 silver edge hhahhaha,NOT
190,8,223923,bigyan nyo nman ng kill carry namen,NOT
190,1,223923,tangina mount apo,NOT
190,7,223923,end,OFF
190,8,223923,bigyan nyo ng kill carry namen pls,NOT
190,5,223923,peenoise thats why,NOT
190,2,223923,ez mid,OFF
190,8,223923,invo na farmer haha,NOT
190,6,223923,sniper players thinknig they're actually good but meh it's fine you win,NOT
190,8,223923,MEH HAHA,NOT
190,5,223923,peenoise everywhere,NOT
190,1,223923,LOL,NOT
190,8,223923,FEEDERS EVERWHERE #buthhurt CARRY,OFF
190,1,223923,butthurt sad,OFF
190,5,223923,Buthurt? haha,OFF
190,8,223923,they raped ur ass my friend RAPED,OFF
190,1,223923,carry how are you hello peenoise? heha,NOT
190,2,223923,Ez mid,OFF
190,5,223923, i buy more sent than supp,NOT
190,1,223923,LOL,NOT
190,2,223923,ez mid,OFF
190,1,223923,TRY ME? LOL NOOB,OFF
190,9,223923,nice try ,NOT
191,3,168118,gg,NOT
191,8,168118,gg),NOT
193,4,323614,| SDF,NOT
194,6,263087,pause ples b0ss,NOT
196,3,63582,XD,NOT
196,1,63582,w8,NOT
197,7,269152,rat poes,OFF
197,5,269152,gg,NOT
197,0,269152,full team wipe and we ratting?,OFF
197,7,269152,no skill bru,OFF
197,4,269152,wait who's the rat ?,NOT
197,9,269152,gg,NOT
197,5,269152,gg,NOT
197,3,269152,GG,NOT
197,0,269152,ez mid,OFF
197,8,269152,scrubs,OFF
198,1,92239,),NOT
199,8,300154,.i.,NOT
201,4,199915,gg,NOT
202,5,274365,think i didnt saw u,NOT
202,0,274365,hahaha,NOT
202,1,274365,HAHA,NOT
202,9,274365,tripe axe,NOT
202,3,274365,nagkamali pre lag wait Wait Waiot lag,NOT
202,8,274365,Hahahaha,NOT
202,9,274365,hahah,NOT
202,5,274365,u dead,NOT
202,3,274365,ew lag wait,NOT
202,5,274365,.,NOT
202,8,274365,DAT SG HAHAHA,NOT
202,4,274365,GG,NOT
202,9,274365,im da best? ok?,NOT
202,5,274365,ahahaha,NOT
202,4,274365,SWAP COMMEND GUYS,NOT
202,1,274365,luh,NOT
202,8,274365,hAHAHA,NOT
202,4,274365,COMMENDED PUDGE,NOT
202,9,274365,opk?? im da best,NOT
202,1,274365,no yournot ,NOT
202,8,274365,ME COMMEND,NOT
202,4,274365,SWAP COMMEND,NOT
203,9,55797,you dont need antimage man his like just ur carry dude,NOT
203,4,55797,now you want pauseh uhr LUL,NOT
203,9,55797,cant finger bitch u aint touching mah doom my bro,OFF
203,3,55797,its like 4 v 4,NOT
203,1,55797,Lol  sf kill me  for ? sad  carrt,OFF
203,7,55797,ggwp;,NOT
203,1,55797,LL Cmt    kunkka,NOT
203,7,55797,ggwp,NOT
204,6,379782,wait our party,NOT
